name,sport,age,height,weight,country,sex,gold,silver,bronze,total
Shunsuke Ando,Football,21,185,79,Japan,M,0,0,0,0
Danail Andonov Petrov,Cycling - Road,34,171,63,Bulgaria,M,0,0,0,0
Francisco Andrade,Sailing,32,172,77,Portugal,M,0,0,0,0
Lady Andrade,Football,20,172,62,Colombia,F,0,0,0,0
Marcia Yuleisi Andrades Mendoza,Wrestling,28,165,55,Venezuela,F,0,0,0,0
Bjorn Andrae,Volleyball,31,200,97,Germany,M,0,0,0,0
Nilson Andre,Athletics,26,172,70,Brazil,M,0,0,0,0
Grigoriy Andreev,Athletics,36,180,70,Russian Federation,M,0,0,0,0
Ekaterina Andreeva,Swimming,19,174,64,Russian Federation,F,0,0,0,0
Iuliia Andreeva,Athletics,28,168,58,Kyrgyzstan,F,0,0,0,0
Viktoriia Andreeva,Swimming,20,189,76,Russian Federation,F,0,0,0,0
Antonakis Andreou,Shooting,37,173,68,Cyprus,M,0,0,0,0
Panagiota Andreou,Shooting,16,162,55,Cyprus,F,0,0,0,0
Jake Andrewartha,Judo,22,196,120,Australia,M,0,0,0,0
Valerii Andriitsev,Wrestling,25,189,102,Ukraine,M,0,0,0,0
Matthieu Androdias,Rowing,22,194,95,France,M,0,0,0,0
Alona Andruk,Cycling - Road,25,170,56,Ukraine,F,0,0,0,0
Georgeta Andrunache,Rowing,36,178,75,Romania,F,0,0,0,0
Tamir Andryei,Swimming,26,181,80,Mongolia,M,0,0,0,0
Juan Diego Angeloni,Shooting,34,168,60,Argentina,M,0,0,0,0
Ivo Serafimov Angelov,Wrestling,27,164,60,Bulgaria,M,0,0,0,0
Tonje Angelsen,Athletics,22,,,Norway,F,0,0,0,0
Giuseppe Angilella,Sailing,27,177,77,Italy,M,0,0,0,0
Matteo Angioletti,Gymnastics - Artistic,31,162,,Italy,M,0,0,0,0
Franka Anic,Taekwondo,21,181,,Slovenia,F,0,0,0,0
Vitaliy Anichkin,Athletics,23,170,60,Kazakhstan,M,0,0,0,0
Vida Anim,Athletics,28,162,63,Ghana,F,0,0,0,0
Adil Annani,Athletics,32,172,56,Morocco,M,0,0,0,0
Sajjad Anoushiravani Hamlabad,Weightlifting,28,192,105,Islamic Republic of Iran,M,0,0,0,0
Jennifer Anson,Judo,35,165,63,Palau,F,0,0,0,0
Dora Antal,Water Polo,18,168,60,Hungary,F,0,0,0,0
Lissette Alexandra Antes Castillo,Wrestling,21,168,55,Ecuador,F,0,0,0,0
Carmelo Anthony,Basketball,28,203,104,United States of America,M,0,0,0,0
Mark Anthony,Judo,22,187,90,Australia,M,0,0,0,0
Seema Antil,Athletics,29,,,India,F,0,0,0,0
Maria Antonelli,Beach Volleyball,28,176,68,Brazil,F,0,0,0,0
Manuel Antonio,Athletics,23,177,69,Angola,M,0,0,0,0
Semen Antonov,Basketball,23,202,97,Russian Federation,M,0,0,0,0
Alexandra Antonova,Water Polo,20,170,55,Russian Federation,F,0,0,0,0
Diana Antonova,Water Polo,19,168,50,Russian Federation,F,0,0,0,0
Tatiana Antoshina,Cycling - Road,30,174,55,Russian Federation,F,0,0,0,0
Jitka Antosova,Rowing,25,175,73,Czech Republic,F,0,0,0,0
Lenka Antosova,Rowing,20,177,70,Czech Republic,F,0,0,0,0
Miika Antti-Roiko,Weightlifting,23,174,95,Finland,M,0,0,0,0
Natalya Antyukh,Athletics,31,178,69,Russian Federation,F,0,0,0,0
Marcos Aoas Correa,Football,18,,,Brazil,M,0,0,0,0
Esref Apak,Athletics,31,184,115,Turkey,M,0,0,0,0
Nikolay Apalikov,Volleyball,29,203,106,Russian Federation,M,0,0,0,0
Bolade Apithy,Fencing,26,180,78,France,M,0,0,0,0
Tiago Apolonia,Table Tennis,26,186,74,Portugal,M,0,0,0,0
Lusapho April,Athletics,30,172,50,South Africa,M,0,0,0,0
Javier Aquino,Football,22,165,62,Mexico,M,0,0,0,0
Erika Araki,Volleyball,28,186,80,Japan,F,0,0,0,0
Nada Mohammed W S Arakji,Swimming,17,162,60,Qatar,F,0,0,0,0
Juan Jose Aramburu,Shooting,30,170,83,Spain,M,0,0,0,0
Juan Esteban Arango Carvajal,Cycling - Track,25,172,62,Colombia,M,0,0,0,0
Krystian Aranowski,Rowing,24,198,100,Poland,M,0,0,0,0
Jacob Araptany,Athletics,18,168,58,Uganda,M,0,0,0,0
Yukiya Arashiro,Cycling - Road,27,171,64,Japan,M,0,0,0,0
Adriana Araujo,Boxing,30,169,,Brazil,F,0,0,0,0
Nestor Araujo,Football,20,187,77,Mexico,M,0,0,0,0
Edward Araya,Athletics,26,176,61,Chile,M,0,0,0,0
Yerko Araya,Athletics,26,177,65,Chile,M,0,0,0,0
Geisa Arcanjo,Athletics,20,,,Brazil,F,0,0,0,0
Shane Archbold,Cycling - Track,23,182,79,New Zealand,M,0,0,0,0
Robert Archibald,Basketball,32,212,115,Great Britain,M,0,0,0,0
Ryan Archibald,Hockey,31,186,78,New Zealand,M,0,0,0,0
Koko Archibong,Basketball,31,199,,Nigeria,M,0,0,0,0
Giulia Arcioni,Athletics,26,171,55,Italy,F,0,0,0,0
Saylom Ardee,Boxing,26,176,,Thailand,M,0,0,0,0
Abeba Aregawi,Athletics,22,170,52,Ethiopia,F,0,0,0,0
Sandra Arenas,Athletics,18,,,Colombia,F,0,0,0,0
Humberto Daniel Arencibia Martinez,Wrestling,22,,,Cuba,M,0,0,0,0
Mareks Arents,Athletics,25,190,85,Latvia,M,0,0,0,0
Eider Arevalo,Athletics,19,,,Colombia,M,0,0,0,0
Egidio Arevalo,Football,30,168,73,Uruguay,M,0,0,0,0
Samantha Arevalo Salinas,Swimming,17,168,58,Ecuador,F,0,0,0,0
Nataly Arias,Football,26,170,62,Colombia,F,0,0,0,0
Ramon Arias,Football,20,178,72,Uruguay,M,0,0,0,0
Candida Estefany Arias Perez,Volleyball,20,192,68,Dominican Republic,F,0,0,0,0
Wellington Arias Romero,Boxing,21,170,,Dominican Republic,M,0,0,0,0
Polat Kemboi Arikan,Athletics,21,175,62,Turkey,M,0,0,0,0
Saori Ariyoshi,Football,24,158,53,Japan,F,0,0,0,0
Natalia Ariza,Football,21,160,52,Colombia,F,0,0,0,0
Tatiana Ariza,Football,21,163,52,Colombia,F,0,0,0,0
Wilma Arizapana,Athletics,29,164,54,Peru,F,0,0,0,0
Mohammed Arjaoui,Boxing,25,,,Morocco,M,0,0,0,0
Michael Arms,Rowing,22,199,95,New Zealand,M,0,0,0,0
Betsey Armstrong,Water Polo,29,188,77,United States of America,F,0,0,0,0
Dylan Armstrong,Athletics,31,193,139,Canada,M,0,0,0,0
Kristin Armstrong,Cycling - Road,38,173,58,United States of America,F,1,0,0,1
Daniel Arnamnart,Swimming,22,178,80,Australia,M,0,0,0,0
Arni Mar Arnason,Swimming,24,,,Iceland,M,0,0,0,0
Judith Arndt,Cycling,36,173,59,Germany,F,0,1,0,1
Felix Aronovich,Gymnastics - Artistic,24,168,,Israel,M,0,0,0,0
Valentina Arrighetti,Volleyball,27,185,72,Italy,F,0,0,0,0
Gabriel Arroyo,Volleyball,35,194,95,Argentina,M,0,0,0,0
Jorge David Arroyo Valdez,Weightlifting,20,193,105,Ecuador,M,0,0,0,0
Heather Arseth,Swimming,18,170,60,Mauritius,F,0,0,0,0
Artiom Arshanski,Judo,20,163,60,Israel,M,0,0,0,0
Andrea Arsovic,Shooting,25,165,59,Serbia,F,0,0,0,0
Mauricio Arteaga,Athletics,23,178,62,Ecuador,M,0,0,0,0
Olga Arteshina,Basketball,29,190,77,Russian Federation,F,0,0,0,0
Rifat Artikov,Athletics,29,195,92,Uzbekistan,M,0,0,0,0
Danila Artiomov,Swimming,17,188,79,Republic of Moldova,M,0,0,0,0
Eleni Artymata,Athletics,26,177,59,Cyprus,F,0,0,0,0
Quadri Aruna,Table Tennis,23,,73,Nigeria,M,0,0,0,0
Zorana Arunovic,Shooting,25,168,85,Serbia,F,0,0,0,0
Ardo Arusaar,Wrestling,24,182,96,Estonia,M,0,0,0,0
Vasiliki Arvaniti,Beach Volleyball,27,176,67,Greece,F,0,0,0,0
Sofia Arvidsson,Tennis,28,177,70,Sweden,F,0,0,0,0
Maryna Arzamasava,Athletics,24,173,57,Belarus,F,0,0,0,0
Mohammad Arzandeh,Athletics,24,180,76,Islamic Republic of Iran,M,0,0,0,0
Elena Arzhakova,Athletics,22,167,54,Russian Federation,F,0,0,0,0
Maryam Arzouqi,Shooting,25,165,55,Kuwait,F,0,0,0,0
Laura Asadauskaite,Modern Pentathlon,28,160,48,Lithuania,F,0,0,0,0
Kentaro Asahi,Beach Volleyball,36,199,95,Japan,M,0,0,0,0
Sakiyo Asano,Hockey,25,164,60,Japan,F,0,0,0,0
Natalya Asanova,Athletics,22,177,58,Uzbekistan,F,0,0,0,0
Anita Asante,Football,27,166,64,Great Britain,F,0,0,0,0
Rohollah Asgari,Athletics,30,187,82,Islamic Republic of Iran,M,0,0,0,0
Toghrul Asgarov,Wrestling,19,172,60,Azerbaijan,M,0,0,0,0
Rabia Ashiq,Athletics,20,,,Pakistan,F,0,0,0,0
Irada Ashumova,Shooting,54,157,60,Azerbaijan,F,0,0,0,0
Jess Ashwood,Swimming,19,173,64,Australia,F,0,0,0,0
Erzhan Askarov,Athletics,26,172,70,Kyrgyzstan,M,0,0,0,0
Kosovare Asllani,Football,23,166,56,Sweden,F,0,0,0,0
Yared Asmerom,Athletics,32,171,58,Eritrea,M,0,0,0,0
Dina Aspandiyarova,Shooting,36,158,65,Australia,F,0,0,0,0
Victor Aspillaga Alayza,Rowing,27,181,72,Peru,M,0,0,0,0
Ophelie Aspord,Swimming,21,174,62,France,F,0,0,0,0
Valerio Aspromonte,Fencing,25,187,84,Italy,M,0,0,0,0
Omar Assar,Table Tennis,21,194,92,Egypt,M,0,0,0,0
Meskerem Assefa,Athletics,26,161,42,Ethiopia,F,0,0,0,0
Sofia Assefa,Athletics,24,168,53,Ethiopia,F,0,0,0,0
Sonia Asselah,Judo,20,175,78,Algeria,F,0,0,0,0
Volha Astashka,Athletics,25,167,56,Belarus,F,0,0,0,0
Jonathan Astrand,Athletics,26,179,68,Finland,M,0,0,0,0
Gloria Asumnu,Athletics,27,152,52,Nigeria,F,0,0,0,0
Sanaa Atabrour,Taekwondo,23,158,,Morocco,F,0,0,0,0
Choucri Atafi,Wrestling,30,180,96,Morocco,M,0,0,0,0
Hursit Atak,Weightlifting,21,162,62,Turkey,M,0,0,0,0
Aleksandar Atanasijevic,Volleyball,20,200,84,Serbia,M,0,0,0,0
Delphine Atangana,Athletics,27,170,55,Cameroon,F,0,0,0,0
Ahmed Ghithe G Atari,Swimming,18,179,70,Qatar,M,0,0,0,0
Marios Athanasiadis,Cycling - Mountain Bike,25,179,70,Cyprus,M,0,0,0,0
Huseyin Atici,Athletics,26,188,118,Turkey,M,0,0,0,0
Derrick Atkins,Athletics,28,185,88,Bahamas,M,0,0,0,0
Alia Atkinson,Swimming,23,173,71,Jamaica,F,0,0,0,0
Amy Atkinson,Athletics,22,165,55,Guam,F,0,0,0,0
Courtney Atkinson,Triathlon,32,176,68,Australia,M,0,0,0,0
Arnor Atlason,Handball,28,190,90,Iceland,M,0,0,0,0
Abbos Atoev,Boxing,26,186,,Uzbekistan,M,0,0,0,0
Safouane Attaf,Judo,28,178,81,Morocco,M,0,0,0,0
Sarah Attar,Athletics,19,,,Saudi Arabia,F,0,0,0,0
Teneal Attard,Hockey,27,161,60,Australia,F,0,0,0,0
Hoi Shun Stephanie Au,Swimming,20,171,60,Hong Kong,F,0,0,0,0
Sin Ying Au,Fencing,23,167,66,Hong Kong,F,0,0,0,0
Pierre Aubameyang,Football,23,187,77,Gabon,M,0,0,0,0
Chelsea Aubry,Basketball,28,185,82,Canada,F,0,0,0,0
Sandra Auffarth,Equestrian,25,170,58,Germany,F,1,0,1,2
Jessica Augusto,Athletics,30,164,44,Portugal,F,0,0,0,0
Seimone Augustus,Basketball,28,185,75,United States of America,F,0,0,0,0
Kamila Augustyn,Badminton,30,168,62,Poland,F,0,0,0,0
Rafal Augustyn,Athletics,28,179,73,Poland,M,0,0,0,0
Apti Aukhadov,Weightlifting,19,178,85,Russian Federation,M,0,0,0,0
Aye Aye Aung,Judo,27,173,75,Myanmar,F,0,0,0,0
James Austin,Judo,29,188,100,Great Britain,M,0,0,0,0
Fatih Avan,Athletics,23,183,90,Turkey,M,0,0,0,0
Anna Avdeeva,Athletics,27,175,100,Russian Federation,F,0,0,0,0
Kevin Avila Soto,Swimming,19,190,82,Guatemala,M,0,0,0,0
Edwin Alcibiades Avila Vanegas,Cycling - Track,22,167,63,Colombia,M,0,0,0,0
Mariana Avitia,Archery,18,164,61,Mexico,F,0,0,1,1
Nazmi Avluca,Wrestling,35,177,84,Turkey,M,0,0,0,0
Giorgio Avola,Fencing,23,178,70,Italy,M,0,0,0,0
Roman Avramenko,Athletics,24,185,95,Ukraine,M,0,0,0,0
Ekaterina Avramova,Swimming,20,175,65,Bulgaria,F,0,0,0,0
Ahmed Awad,Judo,25,165,66,Egypt,M,0,0,0,0
Rabab Eid Sayed Awad,Wrestling,21,160,55,Egypt,F,0,0,0,0
Suguru Awaji,Fencing,23,174,67,Japan,M,0,0,0,0
Azizulhasni Awang,Cycling - Track,24,166,60,Malaysia,M,0,0,0,0
Daniel Awde,Athletics,24,182,82,Great Britain,M,0,0,0,0
Tarek Ayad,Fencing,25,180,75,Egypt,M,0,0,0,0
Hiwot Ayalew,Athletics,22,173,51,Ethiopia,F,0,0,0,0
Hassine Ayari,Wrestling,27,189,96,Tunisia,M,0,0,0,0
Ventsislav Aydarski,Swimming,21,168,60,Bulgaria,M,0,0,0,0
Naz Aydemir,Volleyball,21,186,68,Turkey,F,0,0,0,0
Sema Aydemir-Apak,Athletics,26,169,54,Turkey,F,0,0,0,0
Merve Aydin,Athletics,22,180,58,Turkey,F,0,0,0,0
Thomas Ayeko,Athletics,20,168,58,Uganda,M,0,0,0,0
Camille Ayglon,Handball,27,180,66,France,F,0,0,0,0
Burcu Ayhan,Athletics,22,180,59,Turkey,F,0,0,0,0
Miranda Ayim,Basketball,24,183,78,Canada,F,0,0,0,0
Louise Ayling,Rowing,24,167,58,New Zealand,F,0,0,0,0
Luciana Aymar,Hockey,34,178,58,Argentina,F,0,0,0,0
David Ayrapetyan,Boxing,28,158,,Russian Federation,M,0,0,0,0
Zied Ayt Okrame,Wrestling,23,178,74,Tunisia,M,0,0,0,0
Andres Antonio Ayub Valenzuela,Wrestling,30,191,120,Chile,M,0,0,0,0
Artur Ayvazyan,Shooting,39,177,88,Ukraine,M,0,0,0,0
Victoria Azarenka,Tennis,23,182,67,Belarus,F,0,0,0,0
Tatyana Azarova,Athletics,26,167,54,Kazakhstan,F,0,0,0,0
Jaime Azcarraga,Equestrian,52,180,74,Mexico,M,0,0,0,0
Tony Azevedo,Water Polo,30,185,91,United States of America,M,0,0,0,0
Moldir Azimbay,Gymnastics - Artistic,16,162,,Kazakhstan,F,0,0,0,0
Massoud Azizi,Athletics,23,175,63,Afghanistan,M,0,0,0,0
Ramin Azizov,Taekwondo,24,192,,Azerbaijan,M,0,0,0,0
Farida Azizova,Taekwondo,17,174,,Azerbaijan,F,0,0,0,0
Jeremie Azou,Rowing,23,178,73,France,M,0,0,0,0
Cesar Azpilicueta,Football,22,179,75,Spain,M,0,0,0,0
Yoshihiro Azuma,Athletics,21,172,60,Japan,M,0,0,0,0
Rachid Azzedine,Boxing,29,172,,France,M,0,0,0,0
Abdelaziz Merzougui,Athletics,20,175,62,Spain,M,0,0,0,0
Abdelrahman Eltrabily,Wrestling,22,190,120,Egypt,M,0,0,0,0
Adam Cwalina,Badminton,27,186,82,Poland,M,0,0,0,0
Adam Kszczot,Athletics,22,178,68,Poland,M,0,0,0,0
Adam Pattantyus,Table Tennis,33,175,71,Hungary,M,0,0,0,0
Adrian Gavira Collado,Beach Volleyball,24,193,90,Spain,M,0,0,0,0
Agnese Pastare,Athletics,23,179,70,Latvia,F,0,0,0,0
Agnieszka Dygacz,Athletics,27,160,48,Poland,F,0,0,0,0
Agnieszka Jerzyk,Triathlon,24,170,58,Poland,F,0,0,0,0
Ahmad Hazer,Athletics,22,188,80,Lebanon,M,0,0,0,0
Ahmed Elshenawi,Football,21,189,83,Egypt,M,0,0,0,0
Ahmed Gebrel,Swimming,21,180,73,Palestine,M,0,0,0,0
Ahmed Hegazi,Football,21,196,94,Egypt,M,0,0,0,0
Ai Fukuhara,Table Tennis,23,156,48,Japan,F,0,0,0,0
Aika Hakoyama,Synchronised Swimming,21,176,,Japan,F,0,0,0,0
Airi Hatakeyama,Gymnastics - Rhythmic,17,170,,Japan,F,0,0,0,0
Akeem Haynes,Athletics,20,168,150,Canada,M,0,0,0,0
Akihiro Hayashi,Football,25,194,90,Japan,M,0,0,0,0
Aksana Dziamidava,Swimming,18,167,54,Belarus,F,0,0,0,0
Alejandro Foglia Costa,Sailing,28,189,84,Uruguay,M,0,0,0,0
Aleks Maric,Basketball,27,211,125,Australia,M,0,0,0,0
Aleksandar Drenovak,Boxing,28,182,,Serbia,M,0,0,0,0
Aleksandar Karakasevic,Table Tennis,36,180,84,Serbia,M,0,0,0,0
Aleksandr Kazakevic,Wrestling,26,176,74,Lithuania,M,0,0,0,0
Aleksei Gavrilovich,Football,22,183,79,Belarus,M,0,0,0,0
Aleksey Dremin,Athletics,23,186,80,Russian Federation,M,0,0,0,0
Alena Dylko,Cycling - Track,23,162,62,Belarus,F,0,0,0,0
Alexander Dyachenko,Canoe Sprint,22,180,85,Russian Federation,M,0,0,0,0
Alexander Gehbauer,Cycling - Mountain Bike,22,187,67,Austria,M,0,0,0,0
Alexander Horst,Beach Volleyball,29,185,88,Austria,M,0,0,0,0
Alexander Kristoff,Cycling - Road,25,,,Norway,M,0,0,1,1
Alexandr Dyadchuk,Canoe Sprint,29,183,87,Kazakhstan,M,0,0,0,0
Alexandra Merkulova,Gymnastics - Rhythmic,16,171,,Russian Federation,F,0,0,0,0
Alexandra Patskevich,Synchronised Swimming,23,169,,Russian Federation,F,0,0,0,0
Alexandra Podryadova,Judo,23,160,48,Kazakhstan,F,0,0,0,0
Alexandre Emond,Judo,28,186,90,Canada,M,0,0,0,0
Aliaksandr Kazubouski,Rowing,30,198,108,Belarus,M,0,0,0,0
Alican Kaynar,Sailing,23,191,97,Turkey,M,0,0,0,0
Alina Dumitru,Judo,29,158,48,Romania,F,0,1,0,1
Alistair Davis,Shooting,19,182,72,South Africa,M,0,0,0,0
Allegra Lapi,Water Polo,26,163,55,Italy,F,0,0,0,0
Almat Kebispayev,Wrestling,24,166,60,Kazakhstan,M,0,0,0,0
Amanda Furrer,Shooting,21,168,56,United States of America,F,0,0,0,0
Amanuel Mesel,Athletics,21,177,59,Eritrea,M,0,0,0,0
Amarachi Favour Obiajunwa,Wrestling,22,,72,Nigeria,F,0,0,0,0
Amer Hrustanovic,Wrestling,24,180,84,Austria,M,0,0,0,0
Amgad Hosen,Shooting,36,185,95,Egypt,M,0,0,0,0
Amine Laalou,Athletics,30,181,65,Morocco,M,0,0,0,0
Amini Fonua,Swimming,22,183,79,Tonga,M,0,0,0,0
Amy Hastings,Athletics,28,163,45,United States of America,F,0,0,0,0
Anastasiya Kapachinskaya,Athletics,32,178,63,Russian Federation,F,0,0,0,0
Ander Elosegi,Canoe Slalom,24,185,80,Spain,M,0,0,0,0
Ander Herrera,Football,22,182,72,Spain,M,0,0,0,0
Andrea Foglia Costa,Sailing,26,176,69,Uruguay,F,0,0,0,0
Andrei Kazak,Shooting,32,178,100,Belarus,M,0,0,0,0
Andrew Ford,Swimming,23,186,80,Canada,M,0,0,0,0
Andrew Hayward,Hockey,27,188,88,New Zealand,M,0,0,0,0
Andrey Krivov,Athletics,26,185,72,Russian Federation,M,0,0,0,0
Anfisa Pochkalova,Fencing,22,178,69,Ukraine,F,0,0,0,0
Angela Hannah,Canoe Sprint,26,174,70,Great Britain,F,0,0,0,0
Anna Kielbasinska,Athletics,22,170,55,Poland,F,0,0,0,0
Anna Merveldt,Equestrian,49,168,60,Ireland,F,0,0,0,0
Annabelle Lascar,Athletics,27,163,54,Mauritius,F,0,0,0,0
Anne Halkivaha,Athletics,26,162,49,Finland,F,0,0,0,0
Anne Haug,Triathlon,29,164,52,Germany,F,0,0,0,0
Annie Last,Cycling - Mountain Bike,21,167,60,Great Britain,F,0,0,0,0
Annik Marguet,Shooting,31,162,61,Switzerland,F,0,0,0,0
Annika Dries,Water Polo,20,185,88,United States of America,F,0,0,0,0
Anthony Davis,Basketball,19,208,100,United States of America,M,0,0,0,0
Anthony Obame,Taekwondo,23,190,,Gabon,M,0,0,0,0
Anton Kucmin,Athletics,28,180,68,Slovakia,M,0,0,0,0
Anton Ponkrashov,Basketball,26,200,93,Russian Federation,M,0,0,0,0
Antonella del Core,Volleyball,31,180,70,Italy,F,0,0,0,0
Antonia Horvat-Panda,Canoe Sprint,35,169,64,Serbia,F,0,0,0,0
Antonina Krivoshapka,Athletics,25,168,59,Russian Federation,F,0,0,0,0
Arben Kucana,Shooting,44,184,95,Albania,M,0,0,0,0
Are Hansen,Shooting,30,,,Norway,M,0,0,0,0
Ariel Hsing,Table Tennis,16,165,54,United States of America,F,0,0,0,0
Aries Merritt,Athletics,27,188,77,United States of America,M,0,0,0,0
Artem Dyatlov,Athletics,23,,,Uzbekistan,M,0,0,0,0
Artur Davtyan,Gymnastics - Artistic,19,162,,Armenia,M,0,0,0,0
Arturs Plesnieks,Weightlifting,20,180,105,Latvia,M,0,0,0,0
Asgeir Orn Hallgrimsson,Handball,28,192,90,Iceland,M,0,0,0,0
Ashton Eaton,Athletics,24,185,82,United States of America,M,0,0,0,0
Ashwini Ponnappa,Badminton,22,,,India,F,0,0,0,0
Atsumi Fukumoto,Rowing,24,169,57,Japan,F,0,0,0,0
Audrey Labeau,Diving,27,158,48,France,F,0,0,0,0
Aurelie Halbwachs,Cycling - Road,25,167,60,Mauritius,F,0,0,0,0
Ayhan Karakus,Wrestling,22,165,55,Turkey,M,0,0,0,0
Abdoulaye Ba,Football,21,197,79,Senegal,M,0,0,0,0
Sander Baart,Hockey,24,178,78,Netherlands,M,0,0,0,0
Jaroslav Baba,Athletics,27,199,86,Czech Republic,M,0,0,0,0
Bashir Asgari Babajanzadeh Darzi,Wrestling,22,198,120,Islamic Republic of Iran,M,0,0,0,0
Ivan Babaryka,Athletics,29,180,69,Ukraine,M,0,0,0,0
Sergey Babikov,Shooting,44,173,91,Tajikistan,M,0,0,0,0
Timea Babos,Tennis,19,180,69,Hungary,F,0,0,0,0
Fanny Babou,Swimming,23,164,54,France,F,0,0,0,0
Monia Baccaille,Cycling - Road,28,164,61,Italy,F,0,0,0,0
Howard Bach,Badminton,33,168,75,United States of America,M,0,0,0,0
Marta Bach Pascual,Water Polo,19,176,66,Spain,F,0,0,0,0
Sebastian Bachmann,Fencing,25,182,71,Germany,M,0,0,0,0
Katya Bachrouche,Swimming,22,174,70,Lebanon,F,0,0,0,0
Suyeon Back,Swimming,21,173,61,Republic of Korea,F,0,0,0,0
Robin Backhaus,Swimming,23,,,Germany,M,0,0,0,0
Peter Bacsi,Wrestling,29,175,74,Hungary,M,0,0,0,0
Andrew Baddeley,Athletics,30,188,69,Great Britain,M,0,0,0,0
Concepcion Badillo Diaz,Swimming,26,171,62,Spain,F,0,0,0,0
Ndiss Kaba Badji,Athletics,28,190,85,Senegal,M,0,0,0,0
Stephane Badji,Football,22,185,75,Senegal,M,0,0,0,0
Yeon-Ju Bae,Badminton,21,165,50,Republic of Korea,F,0,0,0,0
Il Joo Baek,Swimming,26,170,66,Republic of Korea,F,0,0,0,0
Sungdong Baek,Football,20,171,66,Republic of Korea,M,0,0,0,0
Carina BAER,Rowing,22,186,74,Germany,F,0,1,0,1
Dmitry Baga,Football,22,184,80,Belarus,M,0,0,0,0
Gediminas Bagdonas,Cycling - Road,26,185,76,Lithuania,M,0,0,0,0
Andrew Baggaley,Table Tennis,29,180,71,Great Britain,M,0,0,0,0
Marcos Baghdatis,Tennis,27,,,Cyprus,M,0,0,0,0
Mohammad Bagheri Motamed,Taekwondo,26,181,,Islamic Republic of Iran,M,0,0,0,0
Julien Bahain,Rowing,26,190,91,France,M,0,0,0,0
Kamal Bahamdan,Equestrian,42,,,Saudi Arabia,M,0,0,0,0
Nesar Ahmad Bahawi,Taekwondo,28,184,,Afghanistan,M,0,0,0,0
Aliaksandr Bahdanovich,Canoe Sprint,30,193,100,Belarus,M,0,0,0,0
Andrei Bahdanovich,Canoe Sprint,24,195,97,Belarus,M,0,0,0,0
Anqi Bai,Swimming,19,164,59,People's Republic of China,F,0,0,0,0
Faquan Bai,Triathlon,26,175,64,People's Republic of China,M,0,0,0,0
Yermek Baiduashov,Wrestling,30,,,Kazakhstan,M,0,0,0,0
Maik Baier,Cycling - BMX,23,180,91,Germany,M,0,0,0,0
Daniel Bailey,Athletics,25,179,68,Antigua and Barbuda,M,0,0,0,0
Ryan Bailey,Athletics,23,193,98,United States of America,M,0,0,0,0
Ryan Bailey,Water Polo,36,201,111,United States of America,M,0,0,0,0
Kemar Bailey-Cole,Athletics,20,193,83,Jamaica,M,0,0,0,0
Tim Baillie,Canoe Slalom,33,176,78,Great Britain,M,1,0,0,1
Angie Bainbridge,Swimming,22,181,67,Australia,F,0,1,0,1
Balazs Baji,Athletics,23,192,83,Hungary,M,0,0,0,0
Lars Ytting Bak,Cycling - Road,32,190,76,Denmark,M,0,0,0,0
Emile Bakale,Swimming,24,188,90,Congo,M,0,0,0,0
Oluwadamilola Bakare,Volleyball,23,197,93,Great Britain,M,0,0,0,0
Peter Bakare,Volleyball,23,196,93,Great Britain,M,0,0,0,0
Keshia Baker,Athletics,24,170,62,United States of America,F,0,0,0,0
Yvette Baker,Synchronised Swimming,20,170,,Great Britain,F,0,0,0,0
Mohammed Abduh Bakhet,Athletics,24,155,50,Qatar,M,0,0,0,0
Amina Bakhit,Athletics,21,175,59,Sudan,F,0,0,0,0
Norayr Bakhtamyan,Shooting,41,178,90,Armenia,M,0,0,0,0
Ole Magnus Bakken,Shooting,24,,,Norway,M,0,0,0,0
Billy Bakker,Hockey,23,189,81,Netherlands,M,0,0,0,0
Mariya Baklakova,Swimming,15,172,60,Russian Federation,F,0,0,0,0
Sergey Bakulin,Athletics,25,169,58,Russian Federation,M,0,0,0,0
Aleksandr Balandin,Gymnastics - Artistic,23,165,,Russian Federation,M,0,0,0,0
Gustavo Balart,Wrestling,25,,,Cuba,M,0,0,0,0
Zsofia Balazs,Swimming,22,168,58,Canada,F,0,0,0,0
Serhat Balci,Wrestling,30,177,96,Turkey,M,0,0,0,0
Egidijus Balciunas,Canoe Sprint,37,188,90,Lithuania,M,0,0,0,0
Filippo Baldassari,Sailing,24,186,98,Italy,M,0,0,0,0
Ibrahima Balde,Football,23,190,80,Senegal,M,0,0,0,0
Claudia Balderrama,Athletics,28,,,Bolivia,F,0,0,0,0
Andrea Baldini,Fencing,26,175,69,Italy,M,0,0,0,0
Rob Bale,Swimming,22,174,69,Great Britain,M,0,0,0,0
Ivano Balic,Handball,33,191,95,Croatia,M,0,0,0,0
Anabel Balkenhol,Equestrian,40,170,67,Germany,F,0,0,0,0
Marcel Balkestein,Hockey,31,180,77,Netherlands,M,0,0,0,0
Ashleigh Ball,Hockey,26,181,70,Great Britain,F,0,0,0,0
Ibrahim Balla,Boxing,21,173,,Australia,M,0,0,0,0
Musaeb Abdulrahman Balla,Athletics,23,176,60,Qatar,M,0,0,0,0
Carlos Ballbe,Hockey,27,175,70,Spain,M,0,0,0,0
Coralie Balmy,Swimming,25,180,67,France,F,0,0,1,1
Erik Balnuweit,Athletics,23,189,80,Germany,M,0,0,0,0
